epoch,accuracy,loss,val_accuracy,val_loss
0,0.936667799949646,1.048327088356018,0.9211940765380859,0.7022334337234497
1,0.9536149501800537,0.352450430393219,0.9223447442054749,0.6702436804771423
2,0.9542139768600464,0.33653444051742554,0.9220902323722839,0.6797171831130981
